directory,log_path,dataset,raw_config,canonical_config,seed,avg_acc1,task_count,expected_task_count,complete,eligible_method,source_priority,debug_priority,sha256,size_bytes,selected,exclusion_reason
exp_cifar100_50-10_antB0.5_nceA1_antM0.5_antLocal_nceLocal_avgK3_s1995,logs/exp_cifar100_50-10_antB0.5_nceA1_antM0.5_antLocal_nceLocal_avgK3_s1995/exp_gistlog.log,cifar100_50-10,antB0.5_nceA1_antM0.5_antLocal_nceLocal_avgK3,antB0.5_nceA1_antM0.5_antLocal_avgK3,s1995,76.78,6,6,True,True,2,0,34b1cd869039c7f7ba0e292e4b6cdf749033e9ee4e8528a450052fcbd78d8ea8,5864,True,
exp_cifar100_50-10_antB0.5_nceA1_antM0.5_antLocal_nceLocal_avgK5_s1993,logs/exp_cifar100_50-10_antB0.5_nceA1_antM0.5_antLocal_nceLocal_avgK5_s1993/exp_gistlog.log,cifar100_50-10,antB0.5_nceA1_antM0.5_antLocal_nceLocal_avgK5,antB0.5_nceA1_antM0.5_antLocal_avgK5,s1993,77.1,6,6,True,True,2,0,ef20737fe05d87ba8bd2ba8bac3385edd03cd620e21cfff981b6bc2f7556fa8c,5861,True,
exp_cifar100_50-10_antB0.5_nceA1_antM0.5_antLocal_nceLocal_avgK5_s1994,logs/exp_cifar100_50-10_antB0.5_nceA1_antM0.5_antLocal_nceLocal_avgK5_s1994/exp_gistlog.log,cifar100_50-10,antB0.5_nceA1_antM0.5_antLocal_nceLocal_avgK5,antB0.5_nceA1_antM0.5_antLocal_avgK5,s1994,76.98,6,6,True,True,2,0,b490e5ec03a83da736249c1b9045aa1d6f9502f43f86405bab307e2df75198fd,5865,True,
exp_cifar100_50-10_antB0.5_nceA1_antM0.5_antLocal_nceLocal_avgK5_s1995,logs/exp_cifar100_50-10_antB0.5_nceA1_antM0.5_antLocal_nceLocal_avgK5_s1995/exp_gistlog.log,cifar100_50-10,antB0.5_nceA1_antM0.5_antLocal_nceLocal_avgK5,antB0.5_nceA1_antM0.5_antLocal_avgK5,s1995,77.05,6,6,True,True,2,0,9140f4a8371884d2d45b6910ae5985cfa257c68b0d3c157ab78da4ac92d91c14,5863,True,
exp_cifar100_50-10_antB0.5_nceA1_antM0.5_antLocal_nceLocal_sbsQ0.20S0.2_s1993,logs/exp_cifar100_50-10_antB0.5_nceA1_antM0.5_antLocal_nceLocal_sbsQ0.20S0.2_s1993/exp_gistlog.log,cifar100_50-10,antB0.5_nceA1_antM0.5_antLocal_nceLocal_sbsQ0.20S0.2,antB0.5_nceA1_antM0.5_antLocal_sbsQ0.20S0.2,s1993,76.49,6,6,True,False,2,0,c4fee7454b3f79c275c9694bd581702289f858d93ea9736172bd6a3175863bd2,5862,False,method_not_in_analysis
exp_cifar100_50-10_antB0.5_nceA1_antM0.5_antLocal_nceLocal_sbsQ0.20S0.2_s1994,logs/exp_cifar100_50-10_antB0.5_nceA1_antM0.5_antLocal_nceLocal_sbsQ0.20S0.2_s1994/exp_gistlog.log,cifar100_50-10,antB0.5_nceA1_antM0.5_antLocal_nceLocal_sbsQ0.20S0.2,antB0.5_nceA1_antM0.5_antLocal_sbsQ0.20S0.2,s1994,77.39,6,6,True,False,2,0,cc3ab00a818b2d91cce7980c54bb4cb3d6ad039e8d174cbd5e7965374cc99005,5867,False,method_not_in_analysis
exp_cifar100_50-10_antB0.5_nceA1_antM0.5_antLocal_nceLocal_sbsQ0.20S0.2_s1995,logs/exp_cifar100_50-10_antB0.5_nceA1_antM0.5_antLocal_nceLocal_sbsQ0.20S0.2_s1995/exp_gistlog.log,cifar100_50-10,antB0.5_nceA1_antM0.5_antLocal_nceLocal_sbsQ0.20S0.2,antB0.5_nceA1_antM0.5_antLocal_sbsQ0.20S0.2,s1995,77.05,6,6,True,False,2,0,6a832ab219f99539d03a4cc6a7b437f595305176d528aab0a16e8ba239f54ceb,5861,False,method_not_in_analysis
exp_cifar100_50-10_antB0.5_nceA1_antM0.5_antSymmetricFull_nceLocal_avgK10_s1993,logs/exp_cifar100_50-10_antB0.5_nceA1_antM0.5_antSymmetricFull_nceLocal_avgK10_s1993/exp_gistlog.log,cifar100_50-10,antB0.5_nceA1_antM0.5_antSymmetricFull_nceLocal_avgK10,antB0.5_nceA1_antM0.5_antSymmetricFull_avgK10,s1993,76.88,6,6,True,True,2,0,2b327b1020acac38e75528a0a62e60907f3d6b578c1a5496063809d34e592c7f,5862,True,
exp_cifar100_50-10_antB0.5_nceA1_antM0.5_antSymmetricFull_nceLocal_avgK10_s1994,logs/exp_cifar100_50-10_antB0.5_nceA1_antM0.5_antSymmetricFull_nceLocal_avgK10_s1994/exp_gistlog.log,cifar100_50-10,antB0.5_nceA1_antM0.5_antSymmetricFull_nceLocal_avgK10,antB0.5_nceA1_antM0.5_antSymmetricFull_avgK10,s1994,76.97,6,6,True,True,2,0,6e6b2a8324f0894fe0729f91e9d8d688b72e47cfa6a2deb07ba6c9f89f40aec7,5863,True,
exp_cifar100_50-10_antB0.5_nceA1_antM0.5_antSymmetricFull_nceLocal_avgK10_s1995,logs/exp_cifar100_50-10_antB0.5_nceA1_antM0.5_antSymmetricFull_nceLocal_avgK10_s1995/exp_gistlog.log,cifar100_50-10,antB0.5_nceA1_antM0.5_antSymmetricFull_nceLocal_avgK10,antB0.5_nceA1_antM0.5_antSymmetricFull_avgK10,s1995,76.95,6,6,True,True,2,0,c8b2b3abaebd83807a322948a25ff28f6c750c27931708c4dec5b662685f38d8,5861,True,
exp_cifar100_50-10_antB0.5_nceA1_antM0.5_antSymmetricFull_nceLocal_avgK3_s1993,logs/exp_cifar100_50-10_antB0.5_nceA1_antM0.5_antSymmetricFull_nceLocal_avgK3_s1993/exp_gistlog.log,cifar100_50-10,antB0.5_nceA1_antM0.5_antSymmetricFull_nceLocal_avgK3,antB0.5_nceA1_antM0.5_antSymmetricFull_avgK3,s1993,77.04,6,6,True,True,2,0,f85d6bea32a02e07b849c0d38b950ffa87aab6cde3617b32f0a1ffe45b37b720,5863,False,incomplete_cross_dataset_seed_coverage
exp_cifar100_50-10_antB0.5_nceA1_antM0.5_antSymmetricFull_nceLocal_avgK5_s1993,logs/exp_cifar100_50-10_antB0.5_nceA1_antM0.5_antSymmetricFull_nceLocal_avgK5_s1993/exp_gistlog.log,cifar100_50-10,antB0.5_nceA1_antM0.5_antSymmetricFull_nceLocal_avgK5,antB0.5_nceA1_antM0.5_antSymmetricFull_avgK5,s1993,77.27,6,6,True,True,2,0,1916d9979b33b52669eb85bea0f9b5749e1ec945f8bbdbdddafd511ae1941239,5861,True,
exp_cifar100_50-10_antB0.5_nceA1_antM0.5_antSymmetricFull_nceLocal_avgK5_s1994,logs/exp_cifar100_50-10_antB0.5_nceA1_antM0.5_antSymmetricFull_nceLocal_avgK5_s1994/exp_gistlog.log,cifar100_50-10,antB0.5_nceA1_antM0.5_antSymmetricFull_nceLocal_avgK5,antB0.5_nceA1_antM0.5_antSymmetricFull_avgK5,s1994,77.29,6,6,True,True,2,0,1741735b2fc07b4227ee3d7e060f267c8169bc479fb00ee1c8af50fc806ab277,5860,True,
exp_cifar100_50-10_antB0.5_nceA1_antM0.5_antSymmetricFull_nceLocal_avgK5_s1995,logs/exp_cifar100_50-10_antB0.5_nceA1_antM0.5_antSymmetricFull_nceLocal_avgK5_s1995/exp_gistlog.log,cifar100_50-10,antB0.5_nceA1_antM0.5_antSymmetricFull_nceLocal_avgK5,antB0.5_nceA1_antM0.5_antSymmetricFull_avgK5,s1995,76.94,6,6,True,True,2,0,0fdfab23aa6a6dad8768c429fcb7bbdeb21712ed492b8795c1b1576628aa97e2,5861,True,
exp_cifar100_50-10_antB0.5_nceA1_antM0.5_antSymmetricFull_nceLocal_sbsQ0.20S0.2_s1993,logs/exp_cifar100_50-10_antB0.5_nceA1_antM0.5_antSymmetricFull_nceLocal_sbsQ0.20S0.2_s1993/exp_gistlog.log,cifar100_50-10,antB0.5_nceA1_antM0.5_antSymmetricFull_nceLocal_sbsQ0.20S0.2,antB0.5_nceA1_antM0.5_antSymmetricFull_sbsQ0.20S0.2,s1993,76.87,6,6,True,False,2,0,5c6afc05887b8222ba2267f499af37d4661a538322457e69dcc5b2243380d0c8,5864,False,method_not_in_analysis
exp_cifar100_50-10_antB0.5_nceA1_antM0.5_antSymmetricFull_nceLocal_sbsQ0.20S0.2_s1994,logs/exp_cifar100_50-10_antB0.5_nceA1_antM0.5_antSymmetricFull_nceLocal_sbsQ0.20S0.2_s1994/exp_gistlog.log,cifar100_50-10,antB0.5_nceA1_antM0.5_antSymmetricFull_nceLocal_sbsQ0.20S0.2,antB0.5_nceA1_antM0.5_antSymmetricFull_sbsQ0.20S0.2,s1994,77.43,6,6,True,False,2,0,d0d188e204cfef03072f2a1e88409fb368b72b0724f1453bcfcd960927f32f66,5861,False,method_not_in_analysis
exp_cifar100_50-10_antB0.5_nceA1_antM0.5_antSymmetricFull_nceLocal_sbsQ0.20S0.2_s1995,logs/exp_cifar100_50-10_antB0.5_nceA1_antM0.5_antSymmetricFull_nceLocal_sbsQ0.20S0.2_s1995/exp_gistlog.log,cifar100_50-10,antB0.5_nceA1_antM0.5_antSymmetricFull_nceLocal_sbsQ0.20S0.2,antB0.5_nceA1_antM0.5_antSymmetricFull_sbsQ0.20S0.2,s1995,76.97,6,6,True,False,2,0,90cfb26a559e0b09f8acf75377badd305541ccc42a53025a47a4041c11600b35,5864,False,method_not_in_analysis
exp_tiny_imagenet_100-20_antB0.5_nceA1_antM0.5_antGlobal_nceGlobal_s1993,logs/exp_tiny_imagenet_100-20_antB0.5_nceA1_antM0.5_antGlobal_nceGlobal_s1993/exp_gistlog.log,tiny_imagenet_100-20,antB0.5_nceA1_antM0.5_antGlobal_nceGlobal,antB0.5_nceA1_antM0.5_antGlobal,s1993,61.36,6,6,True,True,1,0,a019c8eac9950ed0fad9f2ea4c1f66bd687cc9204257f4997ce2c539dc607d79,5868,True,
exp_tiny_imagenet_100-20_antB0.5_nceA1_antM0.5_antGlobal_nceGlobal_s1994,logs/exp_tiny_imagenet_100-20_antB0.5_nceA1_antM0.5_antGlobal_nceGlobal_s1994/exp_gistlog.log,tiny_imagenet_100-20,antB0.5_nceA1_antM0.5_antGlobal_nceGlobal,antB0.5_nceA1_antM0.5_antGlobal,s1994,61.3,6,6,True,True,1,0,68d8440c950d82da2331ef13197bd0adc96cc5f1b9c04b175ffac037767b9433,5870,True,
exp_tiny_imagenet_100-20_antB0.5_nceA1_antM0.5_antGlobal_nceGlobal_s1995,logs/exp_tiny_imagenet_100-20_antB0.5_nceA1_antM0.5_antGlobal_nceGlobal_s1995/exp_gistlog.log,tiny_imagenet_100-20,antB0.5_nceA1_antM0.5_antGlobal_nceGlobal,antB0.5_nceA1_antM0.5_antGlobal,s1995,61.15,6,6,True,True,1,0,4a80f79d92782a7f2e9b848d21fabe3ba80ad60877d1a76c02829f1571bbef62,5869,True,
exp_tiny_imagenet_100-20_antB0.5_nceA1_antM0.5_antGlobal_nceLocal_s1993,logs/exp_tiny_imagenet_100-20_antB0.5_nceA1_antM0.5_antGlobal_nceLocal_s1993/exp_gistlog.log,tiny_imagenet_100-20,antB0.5_nceA1_antM0.5_antGlobal_nceLocal,antB0.5_nceA1_antM0.5_antGlobal,s1993,61.5,6,6,True,True,2,0,2887a9d24c9f96062e6474566ab706cf5bb0aef98699f4c99391648d9d28c4eb,5869,False,lower_priority_equivalent_run
exp_tiny_imagenet_100-20_antB0.5_nceA1_antM0.5_antGlobal_nceLocal_s1994,logs/exp_tiny_imagenet_100-20_antB0.5_nceA1_antM0.5_antGlobal_nceLocal_s1994/exp_gistlog.log,tiny_imagenet_100-20,antB0.5_nceA1_antM0.5_antGlobal_nceLocal,antB0.5_nceA1_antM0.5_antGlobal,s1994,61.15,6,6,True,True,2,0,9bc631c9c69b6fa26f5e7919945128de082aceaceb5e2e76fb8b94ae3ae889d7,5867,False,lower_priority_equivalent_run
exp_tiny_imagenet_100-20_antB0.5_nceA1_antM0.5_antGlobal_nceLocal_s1995,logs/exp_tiny_imagenet_100-20_antB0.5_nceA1_antM0.5_antGlobal_nceLocal_s1995/exp_gistlog.log,tiny_imagenet_100-20,antB0.5_nceA1_antM0.5_antGlobal_nceLocal,antB0.5_nceA1_antM0.5_antGlobal,s1995,61.04,6,6,True,True,2,0,6ef0363928063f9679e3a47f8f2eb8f45fd9a8037be8e4e6b78245976fd33132,5870,False,lower_priority_equivalent_run
exp_tiny_imagenet_100-20_antB0.5_nceA1_antM0.5_antLocal_nceGlobal_s1993,logs/exp_tiny_imagenet_100-20_antB0.5_nceA1_antM0.5_antLocal_nceGlobal_s1993/exp_gistlog.log,tiny_imagenet_100-20,antB0.5_nceA1_antM0.5_antLocal_nceGlobal,antB0.5_nceA1_antM0.5_antLocal,s1993,60.81,6,6,True,True,1,0,932f092b778aaa02bc2abf240a8f230c0227c24f651b422a6cc84cfd0f419145,5866,True,
exp_tiny_imagenet_100-20_antB0.5_nceA1_antM0.5_antLocal_nceGlobal_s1994,logs/exp_tiny_imagenet_100-20_antB0.5_nceA1_antM0.5_antLocal_nceGlobal_s1994/exp_gistlog.log,tiny_imagenet_100-20,antB0.5_nceA1_antM0.5_antLocal_nceGlobal,antB0.5_nceA1_antM0.5_antLocal,s1994,61.17,6,6,True,True,1,0,409b70d0ddf7945b7f54ff148df9380c605ffcef70369beabb887de46219e52a,5867,True,
exp_tiny_imagenet_100-20_antB0.5_nceA1_antM0.5_antLocal_nceGlobal_s1995,logs/exp_tiny_imagenet_100-20_antB0.5_nceA1_antM0.5_antLocal_nceGlobal_s1995/exp_gistlog.log,tiny_imagenet_100-20,antB0.5_nceA1_antM0.5_antLocal_nceGlobal,antB0.5_nceA1_antM0.5_antLocal,s1995,61.13,6,6,True,True,1,0,870ea9d0636ffd9a375fe651da6b79222de55f418c584bc54bf128246a419a6c,5869,True,
exp_tiny_imagenet_100-20_antB0.5_nceA1_antM0.5_antLocal_nceLocal_avgK10_s1993,logs/exp_tiny_imagenet_100-20_antB0.5_nceA1_antM0.5_antLocal_nceLocal_avgK10_s1993/exp_gistlog.log,tiny_imagenet_100-20,antB0.5_nceA1_antM0.5_antLocal_nceLocal_avgK10,antB0.5_nceA1_antM0.5_antLocal_avgK10,s1993,61.08,6,6,True,True,2,0,bfdef1f90f05103f455baeb9e9a6c9d158d99427005924893c87a0472521fe90,5868,True,
exp_tiny_imagenet_100-20_antB0.5_nceA1_antM0.5_antLocal_nceLocal_avgK10_s1994,logs/exp_tiny_imagenet_100-20_antB0.5_nceA1_antM0.5_antLocal_nceLocal_avgK10_s1994/exp_gistlog.log,tiny_imagenet_100-20,antB0.5_nceA1_antM0.5_antLocal_nceLocal_avgK10,antB0.5_nceA1_antM0.5_antLocal_avgK10,s1994,61.22,6,6,True,True,2,0,280fe2768401b434bff188babca1e88f89dd4bba348019f17bffad40651c1bf4,5869,True,
exp_tiny_imagenet_100-20_antB0.5_nceA1_antM0.5_antLocal_nceLocal_avgK10_s1995,logs/exp_tiny_imagenet_100-20_antB0.5_nceA1_antM0.5_antLocal_nceLocal_avgK10_s1995/exp_gistlog.log,tiny_imagenet_100-20,antB0.5_nceA1_antM0.5_antLocal_nceLocal_avgK10,antB0.5_nceA1_antM0.5_antLocal_avgK10,s1995,61.23,6,6,True,True,2,0,bfc7b063992947ebb896b486c5fc8847fae3219221ec2208242b9a29a8c0c427,5866,True,
exp_tiny_imagenet_100-20_antB0.5_nceA1_antM0.5_antLocal_nceLocal_avgK3_s1993,logs/exp_tiny_imagenet_100-20_antB0.5_nceA1_antM0.5_antLocal_nceLocal_avgK3_s1993/exp_gistlog.log,tiny_imagenet_100-20,antB0.5_nceA1_antM0.5_antLocal_nceLocal_avgK3,antB0.5_nceA1_antM0.5_antLocal_avgK3,s1993,61.0,6,6,True,True,2,0,8d1bd2c72a6b77d74dc7041db24e18c074453a9cdd456ef36385ef5cf89ae33a,5867,True,
exp_tiny_imagenet_100-20_antB0.5_nceA1_antM0.5_antLocal_nceLocal_avgK3_s1994,logs/exp_tiny_imagenet_100-20_antB0.5_nceA1_antM0.5_antLocal_nceLocal_avgK3_s1994/exp_gistlog.log,tiny_imagenet_100-20,antB0.5_nceA1_antM0.5_antLocal_nceLocal_avgK3,antB0.5_nceA1_antM0.5_antLocal_avgK3,s1994,61.5,6,6,True,True,2,0,bb7146c98c261687ae8fa704aa23e529531cbdfdf17d0e3416940fee2d07cd2c,5869,True,
exp_tiny_imagenet_100-20_antB0.5_nceA1_antM0.5_antLocal_nceLocal_avgK3_s1995,logs/exp_tiny_imagenet_100-20_antB0.5_nceA1_antM0.5_antLocal_nceLocal_avgK3_s1995/exp_gistlog.log,tiny_imagenet_100-20,antB0.5_nceA1_antM0.5_antLocal_nceLocal_avgK3,antB0.5_nceA1_antM0.5_antLocal_avgK3,s1995,61.03,6,6,True,True,2,0,935dabcda178d82b9835745db32904f503785b40331e8a32aa5282aef993b407,5865,True,
exp_tiny_imagenet_100-20_antB0.5_nceA1_antM0.5_antLocal_nceLocal_avgK5_s1993,logs/exp_tiny_imagenet_100-20_antB0.5_nceA1_antM0.5_antLocal_nceLocal_avgK5_s1993/exp_gistlog.log,tiny_imagenet_100-20,antB0.5_nceA1_antM0.5_antLocal_nceLocal_avgK5,antB0.5_nceA1_antM0.5_antLocal_avgK5,s1993,61.25,6,6,True,True,2,0,8e63b65a9d8d1448a31852a21b9d1e0cc586b951b70ca4b9d8f6a52ddc803998,5871,True,
exp_tiny_imagenet_100-20_antB0.5_nceA1_antM0.5_antLocal_nceLocal_avgK5_s1994,logs/exp_tiny_imagenet_100-20_antB0.5_nceA1_antM0.5_antLocal_nceLocal_avgK5_s1994/exp_gistlog.log,tiny_imagenet_100-20,antB0.5_nceA1_antM0.5_antLocal_nceLocal_avgK5,antB0.5_nceA1_antM0.5_antLocal_avgK5,s1994,61.51,6,6,True,True,2,0,a1206cfb05407208d5ab9333f4ccb9b44012c5fb0cca2e8528e0357c9cf97e11,5867,True,
exp_tiny_imagenet_100-20_antB0.5_nceA1_antM0.5_antLocal_nceLocal_avgK5_s1995,logs/exp_tiny_imagenet_100-20_antB0.5_nceA1_antM0.5_antLocal_nceLocal_avgK5_s1995/exp_gistlog.log,tiny_imagenet_100-20,antB0.5_nceA1_antM0.5_antLocal_nceLocal_avgK5,antB0.5_nceA1_antM0.5_antLocal_avgK5,s1995,61.09,6,6,True,True,2,0,47756133deccd8bb43d4994f374f8627559e59bb3cd8b62fa02bfedfbd660efd,5867,True,
exp_tiny_imagenet_100-20_antB0.5_nceA1_antM0.5_antLocal_nceLocal_sbsQ0.20S0.2_s1993,logs/exp_tiny_imagenet_100-20_antB0.5_nceA1_antM0.5_antLocal_nceLocal_sbsQ0.20S0.2_s1993/exp_gistlog.log,tiny_imagenet_100-20,antB0.5_nceA1_antM0.5_antLocal_nceLocal_sbsQ0.20S0.2,antB0.5_nceA1_antM0.5_antLocal_sbsQ0.20S0.2,s1993,61.01,6,6,True,False,2,0,0a2827da875acc8dd5d25cb74ca6f1c8eb2244e0e5b075722daf99de70378512,5867,False,method_not_in_analysis
exp_tiny_imagenet_100-20_antB0.5_nceA1_antM0.5_antLocal_nceLocal_sbsQ0.20S0.2_s1994,logs/exp_tiny_imagenet_100-20_antB0.5_nceA1_antM0.5_antLocal_nceLocal_sbsQ0.20S0.2_s1994/exp_gistlog.log,tiny_imagenet_100-20,antB0.5_nceA1_antM0.5_antLocal_nceLocal_sbsQ0.20S0.2,antB0.5_nceA1_antM0.5_antLocal_sbsQ0.20S0.2,s1994,61.21,6,6,True,False,2,0,0b9ca9e5c37702e4a82eb6db7871f69a057eccaf8dee495f01da22a3028d482f,5866,False,method_not_in_analysis
exp_tiny_imagenet_100-20_antB0.5_nceA1_antM0.5_antLocal_nceLocal_sbsQ0.20S0.2_s1995,logs/exp_tiny_imagenet_100-20_antB0.5_nceA1_antM0.5_antLocal_nceLocal_sbsQ0.20S0.2_s1995/exp_gistlog.log,tiny_imagenet_100-20,antB0.5_nceA1_antM0.5_antLocal_nceLocal_sbsQ0.20S0.2,antB0.5_nceA1_antM0.5_antLocal_sbsQ0.20S0.2,s1995,60.89,6,6,True,False,2,0,6f9090ed2ebfa2c83339170c61f8dfd4504fc797b9f74f4a529bb63055a00de5,5866,False,method_not_in_analysis
exp_tiny_imagenet_100-20_antB0.5_nceA1_antM0.5_antLocal_nceLocal_sbsQ0.20S0.2_s1995_v2,logs/exp_tiny_imagenet_100-20_antB0.5_nceA1_antM0.5_antLocal_nceLocal_sbsQ0.20S0.2_s1995_v2/exp_gistlog.log,tiny_imagenet_100-20,antB0.5_nceA1_antM0.5_antLocal_nceLocal_sbsQ0.20S0.2,antB0.5_nceA1_antM0.5_antLocal_sbsQ0.20S0.2,s1995,,0,6,False,False,2,0,5b17d993989cbed4127a5b3afb5ea0319e318b4fa6e90a889c93983940969918,13210,False,method_not_in_analysis
exp_tiny_imagenet_100-20_antB0.5_nceA1_antM0.5_antSymmetricFull_nceGlobal_s1993,logs/exp_tiny_imagenet_100-20_antB0.5_nceA1_antM0.5_antSymmetricFull_nceGlobal_s1993/exp_gistlog.log,tiny_imagenet_100-20,antB0.5_nceA1_antM0.5_antSymmetricFull_nceGlobal,antB0.5_nceA1_antM0.5_antSymmetricFull,s1993,61.12,6,6,True,True,1,0,ff73f90ba35dcd9620c46480d1ad8417e34dc4d46f404a083fdac5cdc21eba36,5867,True,
exp_tiny_imagenet_100-20_antB0.5_nceA1_antM0.5_antSymmetricFull_nceGlobal_s1994,logs/exp_tiny_imagenet_100-20_antB0.5_nceA1_antM0.5_antSymmetricFull_nceGlobal_s1994/exp_gistlog.log,tiny_imagenet_100-20,antB0.5_nceA1_antM0.5_antSymmetricFull_nceGlobal,antB0.5_nceA1_antM0.5_antSymmetricFull,s1994,61.46,6,6,True,True,1,0,6d880db3b93c62cd66b94785e2eca54cd0d7c8f22f217b22215732cf298838b1,5866,True,
exp_tiny_imagenet_100-20_antB0.5_nceA1_antM0.5_antSymmetricFull_nceGlobal_s1995,logs/exp_tiny_imagenet_100-20_antB0.5_nceA1_antM0.5_antSymmetricFull_nceGlobal_s1995/exp_gistlog.log,tiny_imagenet_100-20,antB0.5_nceA1_antM0.5_antSymmetricFull_nceGlobal,antB0.5_nceA1_antM0.5_antSymmetricFull,s1995,60.82,6,6,True,True,1,0,5d717cefc0e671b25ecd17d5febb0c9e4a9f919189bd0ae9c914fed5a7ae9628,5868,True,
exp_tiny_imagenet_100-20_antB0.5_nceA1_antM0.5_antSymmetricFull_nceLocal_avgK10_s1993,logs/exp_tiny_imagenet_100-20_antB0.5_nceA1_antM0.5_antSymmetricFull_nceLocal_avgK10_s1993/exp_gistlog.log,tiny_imagenet_100-20,antB0.5_nceA1_antM0.5_antSymmetricFull_nceLocal_avgK10,antB0.5_nceA1_antM0.5_antSymmetricFull_avgK10,s1993,61.09,6,6,True,True,2,0,775487a69c4a4afaefd00109e2ec68a55dc73a4f07258a9b936c42e3f5ecb6c9,5866,True,
exp_tiny_imagenet_100-20_antB0.5_nceA1_antM0.5_antSymmetricFull_nceLocal_avgK10_s1994,logs/exp_tiny_imagenet_100-20_antB0.5_nceA1_antM0.5_antSymmetricFull_nceLocal_avgK10_s1994/exp_gistlog.log,tiny_imagenet_100-20,antB0.5_nceA1_antM0.5_antSymmetricFull_nceLocal_avgK10,antB0.5_nceA1_antM0.5_antSymmetricFull_avgK10,s1994,61.4,6,6,True,True,2,0,07446c4caf08c3f131fa8b4ca1fc5921e53f8cc19776451c842fb049a6412423,5865,True,
exp_tiny_imagenet_100-20_antB0.5_nceA1_antM0.5_antSymmetricFull_nceLocal_avgK10_s1995,logs/exp_tiny_imagenet_100-20_antB0.5_nceA1_antM0.5_antSymmetricFull_nceLocal_avgK10_s1995/exp_gistlog.log,tiny_imagenet_100-20,antB0.5_nceA1_antM0.5_antSymmetricFull_nceLocal_avgK10,antB0.5_nceA1_antM0.5_antSymmetricFull_avgK10,s1995,61.5,6,6,True,True,2,0,f50dae14ca11ca4708f20601b47dd95e681a8377942f6c30f47200938c7064c7,5869,True,
exp_tiny_imagenet_100-20_antB0.5_nceA1_antM0.5_antSymmetricFull_nceLocal_avgK3_s1993,logs/exp_tiny_imagenet_100-20_antB0.5_nceA1_antM0.5_antSymmetricFull_nceLocal_avgK3_s1993/exp_gistlog.log,tiny_imagenet_100-20,antB0.5_nceA1_antM0.5_antSymmetricFull_nceLocal_avgK3,antB0.5_nceA1_antM0.5_antSymmetricFull_avgK3,s1993,60.84,6,6,True,True,2,0,10a7c66e97cb9fde044d32716567ab15999bd37773cd962e43f749d07cf27ffa,5868,False,incomplete_cross_dataset_seed_coverage
exp_tiny_imagenet_100-20_antB0.5_nceA1_antM0.5_antSymmetricFull_nceLocal_avgK5_s1993,logs/exp_tiny_imagenet_100-20_antB0.5_nceA1_antM0.5_antSymmetricFull_nceLocal_avgK5_s1993/exp_gistlog.log,tiny_imagenet_100-20,antB0.5_nceA1_antM0.5_antSymmetricFull_nceLocal_avgK5,antB0.5_nceA1_antM0.5_antSymmetricFull_avgK5,s1993,60.9,6,6,True,True,2,0,d33079dbd03f878555daf1ea063c87928e309d461606aaf1950aa49858f1b46d,5866,True,
exp_tiny_imagenet_100-20_antB0.5_nceA1_antM0.5_antSymmetricFull_nceLocal_avgK5_s1994,logs/exp_tiny_imagenet_100-20_antB0.5_nceA1_antM0.5_antSymmetricFull_nceLocal_avgK5_s1994/exp_gistlog.log,tiny_imagenet_100-20,antB0.5_nceA1_antM0.5_antSymmetricFull_nceLocal_avgK5,antB0.5_nceA1_antM0.5_antSymmetricFull_avgK5,s1994,60.98,6,6,True,True,2,0,1145a4d9f5dae5183ba6bfbe834806e4699f2217462e09c0f8b71a8e6b6d580f,5869,True,
exp_tiny_imagenet_100-20_antB0.5_nceA1_antM0.5_antSymmetricFull_nceLocal_avgK5_s1995,logs/exp_tiny_imagenet_100-20_antB0.5_nceA1_antM0.5_antSymmetricFull_nceLocal_avgK5_s1995/exp_gistlog.log,tiny_imagenet_100-20,antB0.5_nceA1_antM0.5_antSymmetricFull_nceLocal_avgK5,antB0.5_nceA1_antM0.5_antSymmetricFull_avgK5,s1995,61.32,6,6,True,True,2,0,da1ca7f462b401d11f1f54251197b94d739065e8544a4eb309b406f1533ce713,5868,True,
exp_tiny_imagenet_100-20_antB0.5_nceA1_antM0.5_antSymmetricFull_nceLocal_refDetached_s1993,logs/exp_tiny_imagenet_100-20_antB0.5_nceA1_antM0.5_antSymmetricFull_nceLocal_refDetached_s1993/exp_gistlog.log,tiny_imagenet_100-20,antB0.5_nceA1_antM0.5_antSymmetricFull_nceLocal_refDetached,antB0.5_nceA1_antM0.5_antSymmetricFull_refDetached,s1993,61.16,6,6,True,True,2,0,136d94c29613ff881bbf2f381bea606dabf1b7cf18ab52802d939f64fc7f9e62,6066,False,incomplete_cross_dataset_seed_coverage
exp_tiny_imagenet_100-20_antB0.5_nceA1_antM0.5_antSymmetricFull_nceLocal_refDetached_s1994,logs/exp_tiny_imagenet_100-20_antB0.5_nceA1_antM0.5_antSymmetricFull_nceLocal_refDetached_s1994/exp_gistlog.log,tiny_imagenet_100-20,antB0.5_nceA1_antM0.5_antSymmetricFull_nceLocal_refDetached,antB0.5_nceA1_antM0.5_antSymmetricFull_refDetached,s1994,62.29,5,6,False,True,2,0,697279aa27b999bcb19f9d0b9176f663b55950ee8a45d02bb1f7634b964c364e,4999,False,incomplete_or_unparseable
